text,sentiment
มากินมั้ยซื้อมายังไม่ได้กินเลย,neu
เออมันก้เหมือนเอมเคแหละได้ไม่เยอะ แต่เอมเค มีมีซุป และผักเยอะ เลยอิ่มมาก,neu
น้องอิง คำแพงขอพาเด็กไปได้ไหม,neg
บุหรี่ซองมึงก็ใช่สารดองศพ,neg
สลีป,neu
ห่อที่อยุ่บนชั้นสีฟ้าเขียว#ลอรีเอะซูเปอร์อัลตร้าสลิมHelloKittyLimitedEdition#บาง1มม#ซึมซับมาก200เท่า,pos
พบกับบูธนิสสันที่ห้างเซ็นทรัลพระราม 2 วันที่ 15 - 21 ก.พ.2561 จองในบูธรับข้อเสนอพิเศษ สอบถามแคมเปญเพิ่มเติมได้ที่สยามนิสสันรถดีพระราม 2 สาขาพระราม 2 โทร.0-2417-0777 สาขาวิภาวดีรังสิต โทร.0-2690-8500-3 #NISSAN #นิสสัน #รถดี #นิสสันรถดี #นิสสันพระราม2 #นิสสันฝั่งธน #นิสสันวิภา #นิสสันวิภาวดีรังสิต #นิสสันดินแดง #แคมเปญนิสสัน #โปรโมชั่นนิสสัน #Note #Almera #NissanNote #NissanAlmera #นิสสันโน๊ต #นิสสันอัลเมร่า,neu
พาไปกินหน่อย😊😊,pos
นิสสันถ้ามีของในสต็อกสั่งวันนี้พรุ่งนี้ได้ของครับ ถ้าเป็นโชว์รูมในเขตกรุงเทพบางทีสั่งเช้าบ่ายมาถึงแล้วก็มี,neg
แคมรี่ก็พอกัน อาจจะแย่กว่าอีก,neu
ไม่ได้กินข้าวเที่ยงด้วยยยย,neu
No อยากปิ้งย่าง,neg
ขึ้นชื่อว่ามาสด้า อย่าใช้เลยครับ ผมเองก็ใช้ CX-3 อยู่ ไม่อยากให้มาใช้เลย กลัวโหล อ่ะ,neu
อยากกินหมูกรอบบบบบบ ทั้งอิ่มทั้งมัน.,pos
นัง Viu นังผี แคสจากแอพใน iPhone ไป Chromcast ไม่ได้ ตัดเกรดให้ D-,neg
อะไร หมดแล้ว,neg
พี่จะเลี้ยงหนูก็ไม่ขัดดด,pos
อู้ววว~ ป๋องดำ มีไว้ไม่หนาว,neu
ยังอยากกินเหมือนเดิม ไม่เปลี่ยนแปลง,pos
ใครเป็นเด็กดียกมือขึ้น,neu
แนะนำให้เริ่มต้นจากการล้างหน้าด้วย Hada Labo Deep Clean & Pore Refining Face Wash โฟมสูตรอ่อนโยนที่จะช่วยลดความมันส่วนเกินเพื่อรูขุมขนกระชับนะคะ,neu
เค้าผิดกติกาหรอ ไม่ได้แท็กเพื่อน อันนี้สงสัย #Loser แท็กก็ใช่ว่าจะได้ 55แต่สรุปแล้วต้องแท็กใช่ไหมคะ ในป้ายก็ไม่เห็นเขียน’^’,neg
อยากเด่,pos
แง ไม่กินก็ได้,neu
ดื่มเบียร์ช้าง กับแก้มอะไรก็อร่อย ครับ5556,pos
ต้องจัดแล้วววว5555,pos
ถ้าโดยเฉลี่ยต่อคนไม่แพง แต่ถ้าแยกเมนูอาหารถือว่าแพง เบียร์ช้างขวดละ120 น้ำขวดละ50 มะพร้าวลูกละ60 ข้าวโถละ100 โดยประสบการณ์ที่ขายมาที่ร้านห้องแอร์มีวง ข้าวแค่โถละ60 ช้าง90,neg
ผมกินที่กรุงเทพร้านแถวริมน้ำ blackสองขวด อาหาร โซดา น้ำ โค๊กไม่ถึง11คน ดื่มเหล้าสี่คน รวมบิลเก้าพัน อาหารทะเลมีสองอย่าง😃😃,neu
